Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used
2023/12/18,JE-15610,63,Female,Hoodie,Clothing,38,Shaanxi,L,Black,Winter,2.6,No,No,No
2023/3/17,JE-15610,23,Female,Socks,Clothing,45,Henan,M,Pink,Spring,3,No,No,No
2023/1/1,JE-15610,57,Female,Handbag,Accessories,77,Hebei,XL,Red,Winter,3.3,No,No,No
2023/11/30,JE-15610,57,Female,Jewelry,Accessories,51,Beijing,M,Peach,Fall,3.4,No,No,No
2023/10/4,JE-15610,33,Female,Coat,Outerwear,26,Guangdong,L,Lavender,Fall,4,No,No,No
2023/2/7,EB-14110,57,Female,Sunglasses,Accessories,76,Gansu,L,Lavender,Winter,2.6,No,No,No
2023/6/2,BP-11155,55,Female,Gloves,Accessories,94,Jiangsu,M,Beige,Summer,3.4,No,No,No
2023/3/15,CC-12100,65,Female,Jacket,Outerwear,32,Shanghai,S,Indigo,Spring,4.4,No,No,No
2023/3/12,CC-12100,60,Female,Sandals,Footwear,20,Sichuan,S,Cyan,Spring,4.7,No,No,No
2023/7/10,CC-12100,52,Female,Pants,Clothing,20,Heilongjiang,M,Yellow,Summer,4.5,No,No,No
2023/4/20,CC-12100,34,Female,Jacket,Outerwear,59,Shanghai,M,Peach,Spring,2.9,No,No,No
2023/5/27,JP-15460,33,Female,Sweater,Clothing,97,Shandong,M,Yellow,Spring,4.2,No,No,No
2023/1/9,JP-15460,58,Female,T-shirt,Clothing,68,Shanghai,M,Orange,Winter,4.1,No,No,No
2023/6/8,LS-16975,35,Female,Boots,Footwear,66,Jiangxi,L,Gray,Summer,4.4,No,No,No
2023/12/25,LS-16975,68,Female,Shoes,Footwear,85,Henan,L,Yellow,Winter,4.7,No,No,No
2023/3/23,LS-16975,58,Female,Skirt,Clothing,32,Guangdong,M,Gray,Spring,3.1,No,No,No
2023/7/7,LS-16975,34,Female,Coat,Outerwear,44,Gansu,M,Turquoise,Summer,2.7,No,No,No
2023/9/1,LS-16975,47,Female,Blouse,Clothing,95,Guangdong,L,Gray,Fall,4.6,No,No,No
2023/12/6,LS-16975,35,Female,Sunglasses,Accessories,85,Fujian,M,Olive,Winter,4.4,No,No,No
2023/6/7,JL-15850,34,Female,Gloves,Accessories,44,Guangdong,XL,Peach,Summer,4.6,No,No,No
2023/11/29,CY-12745,36,Female,Sunglasses,Accessories,30,Chongqing,S,Peach,Fall,4.9,No,No,No
2023/9/29,RB-19360,23,Female,Sneakers,Footwear,21,Zhejiang,L,Magenta,Fall,4,No,No,No
2023/8/28,RB-19360,68,Female,Hoodie,Clothing,22,Guizhou,M,Purple,Summer,2.9,No,No,No
2023/9/26,AR-10825,23,Female,Boots,Footwear,70,Henan,L,Beige,Fall,2.6,No,No,No
2023/9/20,CS-11845,57,Female,Handbag,Accessories,29,Liaoning,XL,Purple,Fall,4.6,No,No,No
2023/1/25,CS-11845,21,Female,Shirt,Clothing,83,Jiangxi,S,Yellow,Winter,4.9,No,No,No
2023/3/29,AR-10825,45,Female,Sweater,Clothing,99,Liaoning,M,Pink,Spring,4.3,No,No,No
2023/11/3,RD-19810,37,Female,Shorts,Clothing,35,Hebei,L,Purple,Fall,4.3,No,No,No
2023/2/28,KH-16510,18,Female,Belt,Accessories,40,Guangdong,M,Lavender,Winter,4.6,No,No,No
2023/8/1,NF-18385,55,Female,Blouse,Clothing,25,Fujian,M,Peach,Summer,2.6,No,No,No
2023/2/25,NF-18385,52,Female,T-shirt,Clothing,64,Hainan,L,Orange,Winter,3.1,No,No,No
2023/4/24,NF-18385,49,Female,Belt,Accessories,90,Hunan,M,Red,Spring,3.1,No,No,No
2023/7/6,NF-18385,56,Female,Socks,Clothing,88,Shanxi,L,Red,Summer,3.1,No,No,No
2023/5/19,SM-20950,27,Female,Belt,Accessories,55,Sichuan,M,Gold,Spring,4.4,No,No,No
2023/1/15,GH-14410,22,Female,Handbag,Accessories,90,Beijing,M,Brown,Winter,4.3,No,No,No
2023/5/25,EM-13810,18,Female,Shirt,Clothing,50,Jiangsu,M,Black,Spring,3.1,No,No,No
2023/3/24,EM-13810,21,Female,Belt,Accessories,34,Tianjin,L,Red,Spring,3.1,No,No,No
2023/4/4,DB-13210,30,Female,Jewelry,Accessories,77,Zhejiang,M,Gray,Spring,4.9,No,No,No
2023/2/19,DB-13210,62,Female,Hat,Accessories,89,Hunan,L,Pink,Winter,2.9,No,No,No
2023/2/22,PT-19090,28,Female,Backpack,Accessories,87,Guangdong,XL,Turquoise,Winter,3.8,No,No,No
2023/5/17,HF-14995,66,Female,Dress,Clothing,77,Hubei,S,Charcoal,Spring,4.2,No,No,No
2023/5/14,HF-14995,66,Female,Shoes,Footwear,85,Guangdong,L,Blue,Spring,3.9,No,No,No
2023/11/10,HF-14995,49,Female,Pants,Clothing,66,Sichuan,XL,Turquoise,Fall,2.8,No,No,No
2023/1/14,HF-14995,40,Female,Dress,Clothing,32,Guangdong,L,Silver,Winter,2.6,No,No,No
2023/2/25,HF-14995,49,Female,Jacket,Outerwear,92,Fujian,M,Lavender,Winter,3,No,No,No
2023/6/25,HF-14995,19,Female,Shirt,Clothing,80,Shaanxi,M,Gold,Summer,2.7,No,No,No
2023/5/15,KW-16435,24,Female,Dress,Clothing,78,Fujian,M,Blue,Spring,2.8,No,No,No
2023/6/20,KC-16675,31,Female,Jeans,Clothing,24,Chongqing,M,Orange,Summer,2.9,No,No,No
2023/9/6,KC-16675,35,Female,T-shirt,Clothing,59,Chongqing,M,White,Fall,3.8,No,No,No
2023/5/22,PK-19075,65,Female,Sunglasses,Accessories,41,Hunan,XL,Charcoal,Spring,4.4,No,No,No
2023/3/9,KT-16465,68,Female,Jewelry,Accessories,26,Fujian,M,Maroon,Spring,3.1,No,No,No
2023/6/18,KT-16465,57,Female,Socks,Clothing,52,Shaanxi,M,Olive,Summer,3.7,No,No,No
2023/5/23,KT-16465,69,Female,Skirt,Clothing,46,Beijing,L,Teal,Spring,4.9,No,No,No
2023/2/12,EP-13915,45,Female,Pants,Clothing,52,Shanghai,L,Orange,Winter,3.8,No,No,No
2023/5/25,AP-10915,35,Female,Socks,Clothing,42,Heilongjiang,M,Maroon,Spring,3.4,No,No,No
2023/3/13,AP-10915,36,Female,Sandals,Footwear,37,Sichuan,XL,Turquoise,Spring,4.6,No,No,No
2023/2/27,SH-20395,55,Female,Belt,Accessories,52,Hubei,L,Beige,Winter,3.2,No,No,No
2023/10/29,SM-20950,66,Female,Sandals,Footwear,34,Jiangxi,L,Beige,Fall,2.7,No,No,No
2023/8/29,SM-20950,57,Female,Shorts,Clothing,88,Jiangxi,M,Olive,Summer,4.3,No,No,No
2023/11/11,SM-20950,18,Female,Handbag,Accessories,88,Zhejiang,L,Turquoise,Fall,3.8,No,No,No
2023/2/28,BM-11650,31,Female,Jacket,Outerwear,51,Sichuan,M,Charcoal,Winter,4.4,No,No,No
2023/11/2,BM-11650,50,Female,Sunglasses,Accessories,97,Guangdong,L,Green,Fall,3.6,No,No,No
2023/6/25,BM-11650,50,Female,Sneakers,Footwear,56,Sichuan,M,Green,Summer,3.5,No,No,No
2023/10/27,BM-11650,61,Female,Sweater,Clothing,53,Ningxia,L,Green,Fall,4.2,No,No,No
2023/6/13,TC-20980,52,Female,Skirt,Clothing,71,Beijing,L,Gold,Summer,4.7,No,No,No
2023/2/1,TC-20980,38,Female,Jewelry,Accessories,93,Hubei,S,Cyan,Winter,4.8,No,No,No
2023/4/9,KB-16585,67,Female,Blouse,Clothing,72,Guangdong,L,Indigo,Spring,3.2,No,No,No
2023/5/14,JE-16165,42,Female,Blouse,Clothing,59,Jiangsu,M,Lavender,Spring,3.5,No,No,No
2023/2/2,JE-16165,25,Female,Boots,Footwear,87,Hubei,M,Beige,Winter,4.2,No,No,No
2023/9/21,DR-12940,41,Female,Jeans,Clothing,78,Zhejiang,S,Purple,Fall,3.4,No,No,No
2023/2/11,RW-19630,62,Female,Hoodie,Clothing,68,Zhejiang,XL,Maroon,Winter,4.7,No,No,No
2023/9/9,ML-18040,19,Female,Sweater,Clothing,76,Shandong,S,Maroon,Fall,3,No,No,No
2023/5/8,JL-15130,63,Female,Gloves,Accessories,99,Tianjin,L,Teal,Spring,4,No,No,No
2023/6/14,JL-15130,43,Female,Sneakers,Footwear,52,Shanxi,L,Gold,Summer,4.6,No,No,No
2023/6/11,CM-12655,68,Female,Sunglasses,Accessories,58,Fujian,S,Red,Summer,4.9,No,No,No
2023/6/9,FH-14365,24,Female,Belt,Accessories,59,Hunan,L,Maroon,Summer,2.8,No,No,No
2023/6/23,EH-13945,27,Female,Sweater,Clothing,71,Hainan,M,Teal,Summer,3.2,No,No,No
2023/2/7,TB-21280,61,Female,Gloves,Accessories,94,Shandong,L,Peach,Winter,2.8,No,No,No
2023/2/16,AH-10030,59,Female,Handbag,Accessories,40,Gansu,XL,Pink,Winter,4.2,No,No,No
2023/11/16,TT-21070,67,Female,Socks,Clothing,24,Jiangsu,L,Black,Fall,4.8,No,No,No
2023/6/3,TT-21070,46,Female,Pants,Clothing,38,Anhui,S,Indigo,Summer,2.8,No,No,No
2023/4/11,RD-19900,65,Female,Scarf,Accessories,37,Hebei,L,Green,Spring,4.5,No,No,No
2023/7/28,RD-19900,63,Female,Coat,Outerwear,29,Guangdong,L,Teal,Summer,4.1,No,No,No
2023/12/2,RD-19900,57,Female,Jacket,Outerwear,92,Chongqing,XL,Lavender,Winter,4.3,No,No,No
2023/8/3,RD-19900,40,Female,Hoodie,Clothing,24,Xinjiang,XL,Magenta,Summer,4.4,No,No,No
2023/1/27,RD-19900,36,Female,Boots,Footwear,52,Liaoning,M,Brown,Winter,3,No,No,No
2023/4/23,RD-19900,67,Female,Socks,Clothing,29,Hubei,XL,Beige,Spring,2.7,No,No,No
2023/6/8,LA-16780,61,Female,Jewelry,Accessories,30,Jiangsu,L,Indigo,Summer,3.3,No,No,No
2023/9/23,LA-16780,64,Female,Shoes,Footwear,31,Hubei,L,Peach,Fall,4.3,No,No,No
2023/4/16,SH-19975,30,Female,Socks,Clothing,67,Shanxi,M,Magenta,Spring,2.9,No,No,No
2023/1/26,SH-19975,53,Female,Pants,Clothing,65,Qinghai,L,Turquoise,Winter,4.9,No,No,No
2023/4/28,SF-20200,27,Female,Sneakers,Footwear,22,Shaanxi,M,Indigo,Spring,3.6,No,No,No
2023/4/29,TH-21235,27,Female,Sunglasses,Accessories,56,Henan,M,Brown,Spring,3.3,No,No,No
2023/9/28,TH-21235,53,Female,Skirt,Clothing,78,Sichuan,M,Yellow,Fall,3.1,No,No,No
2023/8/23,VG-21790,34,Female,Coat,Outerwear,90,Zhejiang,M,Magenta,Summer,2.7,No,No,No
2023/10/21,NP-18325,39,Female,Hoodie,Clothing,85,Beijing,S,Olive,Fall,3.4,No,No,No
2023/11/23,FH-14275,44,Female,Sunglasses,Accessories,58,Sichuan,M,Silver,Fall,3.4,No,No,No
2023/1/17,FH-14275,37,Female,Skirt,Clothing,34,Guangdong,M,Teal,Winter,3.9,No,No,No
2023/8/26,JP-15460,57,Female,Coat,Outerwear,40,Hubei,L,White,Summer,3.5,No,No,No
2023/5/2,JP-15460,38,Female,Handbag,Accessories,29,Heilongjiang,M,Blue,Spring,4.1,No,No,No
2023/2/10,JP-15460,21,Female,T-shirt,Clothing,76,Jiangsu,M,Yellow,Winter,3.2,No,No,No
2023/9/9,ES-14080,45,Female,Sunglasses,Accessories,84,Sichuan,S,Maroon,Fall,4.6,No,No,No
2023/3/3,ES-14080,68,Female,Shirt,Clothing,65,Liaoning,S,Gray,Spring,3.9,No,No,No
2023/3/2,ES-14080,37,Female,Hoodie,Clothing,80,Hebei,L,Indigo,Spring,2.7,No,No,No
2023/8/3,ES-14080,53,Female,Blouse,Clothing,98,Hubei,M,Pink,Summer,3,No,No,No
2023/8/14,ES-14080,57,Female,Sneakers,Footwear,71,Guangdong,XL,Beige,Summer,3.3,No,No,No
2023/11/5,ES-14080,28,Female,Scarf,Accessories,69,Chongqing,XL,White,Fall,2.7,No,No,No
2023/3/10,ES-14080,37,Female,Jewelry,Accessories,95,Tianjin,M,Yellow,Spring,4.6,No,No,No
2023/9/17,KL-16645,54,Female,Pants,Clothing,67,Liaoning,M,Teal,Fall,2.7,No,No,No
2023/7/10,BN-11515,49,Female,Sneakers,Footwear,49,Jiangsu,M,Olive,Summer,2.5,No,No,No
2023/12/2,ND-18370,62,Female,Shoes,Footwear,97,Hunan,M,Maroon,Winter,4.4,No,No,No
2023/11/4,ND-18370,45,Female,T-shirt,Clothing,34,Zhejiang,M,White,Fall,4,No,No,No
2023/5/3,ND-18370,45,Female,Belt,Accessories,74,Henan,M,Lavender,Spring,3.8,No,No,No
2023/10/16,JL-15130,49,Female,Jewelry,Accessories,96,Shanghai,M,Black,Fall,2.5,No,No,No
2023/1/1,RC-19825,27,Female,Belt,Accessories,68,Shanxi,M,Green,Winter,4,No,No,No
2023/10/11,CC-12475,63,Female,Belt,Accessories,84,Guizhou,L,Olive,Fall,4.1,No,No,No
2023/3/6,CC-12475,61,Female,T-shirt,Clothing,57,Sichuan,M,Gray,Spring,2.8,No,No,No
2023/12/22,DW-13195,25,Female,Sneakers,Footwear,84,Guangdong,XL,Teal,Winter,3.4,No,No,No
2023/12/2,DW-13195,33,Female,Sunglasses,Accessories,32,Hunan,M,Charcoal,Winter,2.7,No,No,No
2023/12/14,DW-13195,56,Female,Sandals,Footwear,37,Shandong,M,Violet,Winter,3.8,No,No,No
2023/12/1,CK-12760,50,Female,Handbag,Accessories,58,Beijing,M,Lavender,Winter,4.4,No,No,No
2023/8/12,EG-13900,45,Female,Socks,Clothing,74,Tianjin,S,Beige,Summer,2.8,No,No,No
2023/7/9,SJ-20215,45,Female,Hoodie,Clothing,99,Shaanxi,L,Black,Summer,5,No,No,No
2023/6/19,SJ-20215,65,Female,Sweater,Clothing,81,Shandong,M,Black,Summer,4.7,No,No,No
2023/11/17,BP-11185,63,Female,Pants,Clothing,76,Chongqing,M,Purple,Fall,3.2,No,No,No
2023/7/9,BP-11185,70,Female,Sneakers,Footwear,98,Hunan,M,Magenta,Summer,2.9,No,No,No
2023/8/25,BP-11185,53,Female,Gloves,Accessories,91,Hebei,M,Teal,Summer,3.7,No,No,No
2023/2/15,SJ-20125,22,Female,T-shirt,Clothing,79,Sichuan,S,Teal,Winter,4.2,No,No,No
2023/5/2,SJ-20125,26,Female,Backpack,Accessories,83,Shanghai,M,Pink,Spring,3.4,No,No,No
2023/10/25,MC-17590,23,Female,Coat,Outerwear,90,Jiangsu,M,Teal,Fall,2.9,No,No,No
2023/5/19,BG-11740,25,Female,Coat,Outerwear,20,Shaanxi,M,Gold,Spring,3.7,No,No,No
2023/1/27,MA-17560,69,Female,Sandals,Footwear,21,Hunan,L,Brown,Winter,2.7,No,No,No
2023/6/18,MA-17560,36,Female,Backpack,Accessories,60,Anhui,M,Brown,Summer,3.2,No,No,No
2023/5/15,CC-12220,21,Female,Sweater,Clothing,31,Guangdong,S,Magenta,Spring,4.9,No,No,No
2023/9/6,CC-12220,57,Female,Shorts,Clothing,40,Jiangsu,M,Black,Fall,2.8,No,No,No
2023/9/6,RA-19885,60,Female,Sunglasses,Accessories,26,Guangdong,L,Teal,Fall,4.7,No,No,No
2023/1/17,DK-12835,44,Female,Shirt,Clothing,98,Jiangsu,M,Brown,Winter,3.3,No,No,No
2023/3/8,DK-12835,31,Female,Shoes,Footwear,51,Zhejiang,M,Magenta,Spring,4.3,No,No,No
2023/8/15,LB-16795,57,Female,Hat,Accessories,95,Fujian,XL,Indigo,Summer,3.7,No,No,No
2023/3/17,CM-11815,39,Female,Scarf,Accessories,36,Zhejiang,M,Violet,Spring,4.5,No,No,No
2023/6/7,TS-21205,48,Female,Belt,Accessories,52,Hunan,L,Cyan,Summer,3.4,No,No,No
2023/2/8,TS-21205,42,Female,T-shirt,Clothing,35,Tianjin,M,Violet,Winter,2.7,No,No,No
2023/5/27,TS-21205,56,Female,Shorts,Clothing,68,Shaanxi,S,Black,Spring,4.4,No,No,No
2023/8/19,RF-19345,28,Female,Pants,Clothing,50,Liaoning,S,Charcoal,Summer,4,No,No,No
2023/6/1,JF-15565,40,Female,Sunglasses,Accessories,100,Hubei,M,White,Summer,3.2,No,No,No
2023/12/30,JF-15565,49,Female,Coat,Outerwear,74,Shaanxi,S,Gray,Winter,4.2,No,No,No
2023/1/25,EH-14185,37,Female,Hoodie,Clothing,45,Jiangsu,L,Pink,Winter,3,No,No,No
2023/3/26,EH-14185,22,Female,Dress,Clothing,97,Hubei,M,Cyan,Spring,2.8,No,No,No
2023/12/1,VW-21775,27,Female,Blouse,Clothing,60,Sichuan,M,Blue,Winter,4.9,No,No,No
2023/9/24,VW-21775,59,Female,Socks,Clothing,25,Zhejiang,M,Indigo,Fall,4.7,No,No,No
2023/1/17,KN-16450,35,Female,Socks,Clothing,55,Yunnan,XL,Magenta,Winter,4.4,No,No,No
2023/6/20,SJ-20215,58,Female,Shoes,Footwear,99,Hubei,M,Lavender,Summer,3.1,No,No,No
2023/5/19,PS-19045,58,Female,Belt,Accessories,45,Hunan,S,Orange,Spring,2.6,No,No,No
2023/10/5,KM-16225,46,Female,Sweater,Clothing,20,Hunan,M,Cyan,Fall,3.9,No,No,No
2023/2/13,KM-16225,43,Female,Pants,Clothing,88,Henan,XL,Green,Winter,2.6,No,No,No
2023/9/4,GM-14695,39,Female,Scarf,Accessories,99,Guangxi,M,White,Fall,4,No,No,No
2023/1/16,GM-14695,59,Female,Skirt,Clothing,86,Hunan,M,Blue,Winter,4.9,No,No,No
2023/9/27,GM-14695,59,Female,Dress,Clothing,70,Hebei,M,Black,Fall,3.3,No,No,No
2023/1/17,GM-14695,59,Female,Hat,Accessories,50,InnerMongolia,S,Red,Winter,3,No,No,No
2023/9/27,GM-14695,45,Female,Handbag,Accessories,57,Jiangxi,L,Red,Fall,2.7,No,No,No
2023/4/3,KT-16465,27,Female,Pants,Clothing,69,Shaanxi,L,Gold,Spring,3.1,No,No,No
2023/5/4,KT-16465,24,Female,T-shirt,Clothing,94,Hunan,M,Red,Spring,4.8,No,No,No
2023/9/18,MH-17785,47,Female,Jacket,Outerwear,24,Tianjin,L,Purple,Fall,2.9,No,No,No
2023/4/21,AF-10885,70,Female,Scarf,Accessories,79,Yunnan,L,White,Spring,4.5,No,No,No
2023/7/1,JP-16135,58,Female,Hat,Accessories,31,Guangdong,XL,Magenta,Summer,4.6,No,No,No
2023/10/24,JP-16135,45,Female,Jacket,Outerwear,67,Beijing,L,Pink,Fall,5,No,No,No
2023/10/14,RD-19585,24,Female,Skirt,Clothing,63,Guangdong,L,Black,Fall,4.3,No,No,No
2023/10/2,RD-19585,67,Female,Handbag,Accessories,61,Zhejiang,XL,White,Fall,4.9,No,No,No
2023/5/21,RD-19585,31,Female,Backpack,Accessories,50,Liaoning,M,Maroon,Spring,4,No,No,No
2023/8/13,RD-19585,52,Female,Coat,Outerwear,82,Jiangsu,L,Black,Summer,3.1,No,No,No
2023/1/17,JF-15295,29,Female,Belt,Accessories,51,Liaoning,L,Olive,Winter,2.6,No,No,No
2023/2/10,CK-12595,62,Female,Handbag,Accessories,23,Hunan,L,Gray,Winter,4.9,No,No,No
2023/11/13,CK-12595,19,Female,Coat,Outerwear,91,Chongqing,M,Gold,Fall,3.5,No,No,No
2023/5/27,KH-16510,62,Female,Sweater,Clothing,60,Jiangxi,S,Magenta,Spring,4.5,No,No,No
2023/5/16,CM-12655,70,Female,Blouse,Clothing,34,Anhui,S,Lavender,Spring,2.8,No,No,No
2023/6/6,EB-13870,20,Female,Blouse,Clothing,23,Guangdong,M,Green,Summer,4.2,No,No,No
2023/3/1,EB-13870,67,Female,Belt,Accessories,82,Jiangsu,M,Violet,Spring,4.1,No,No,No
2023/11/30,MW-18235,65,Female,Jacket,Outerwear,73,Beijing,M,Brown,Fall,3.5,No,No,No
2023/2/6,CS-11950,45,Female,Shorts,Clothing,32,Jiangsu,L,Teal,Winter,4,No,No,No
2023/3/31,CS-11950,26,Female,Hat,Accessories,80,Fujian,M,Charcoal,Spring,4,No,No,No
2023/8/17,CS-11950,36,Female,Pants,Clothing,58,Shanghai,XL,Charcoal,Summer,2.5,No,No,No
2023/4/4,CS-11950,36,Female,Blouse,Clothing,82,Anhui,XL,Beige,Spring,4.2,No,No,No
2023/7/25,CS-11950,20,Female,Belt,Accessories,60,Hunan,S,Turquoise,Summer,3.4,No,No,No
2023/11/26,SP-20620,30,Female,Handbag,Accessories,79,Jilin,XL,Orange,Fall,4.8,No,No,No
2023/3/24,SP-20620,34,Female,Hoodie,Clothing,41,Shandong,L,Cyan,Spring,4.9,No,No,No
2023/12/24,SP-20620,63,Female,Jacket,Outerwear,39,Guangxi,L,Orange,Winter,3.6,No,No,No
2023/11/5,SP-20620,18,Female,Scarf,Accessories,36,Qinghai,S,Green,Fall,4,No,No,No
2023/5/30,SP-20620,55,Female,Jeans,Clothing,70,Guangdong,M,Pink,Spring,2.6,No,No,No
2023/9/2,GT-14635,48,Female,Handbag,Accessories,47,Zhejiang,M,Blue,Fall,3.1,No,No,No
2023/12/7,LW-17215,45,Female,Jacket,Outerwear,27,Jiangsu,M,Pink,Winter,3.6,No,No,No
2023/12/1,AH-10030,29,Female,Hat,Accessories,52,Hubei,L,Blue,Winter,4,No,No,No
2023/7/13,TH-21100,55,Female,Sneakers,Footwear,75,Fujian,L,Black,Summer,3.9,No,No,No
2023/10/13,TH-21100,55,Female,Hat,Accessories,30,Shandong,XL,Black,Fall,3.9,No,No,No
2023/1/14,HG-15025,55,Female,Socks,Clothing,94,Guangdong,M,Violet,Winter,3.3,No,No,No
2023/12/21,HG-15025,48,Female,Scarf,Accessories,68,Shanghai,S,Gold,Winter,2.9,No,No,No
2023/4/14,EB-13750,42,Female,Socks,Clothing,45,Beijing,M,Olive,Spring,3.1,No,No,No
2023/3/8,SC-20725,21,Female,Hat,Accessories,67,Hunan,XL,Pink,Spring,4.7,No,No,No
2023/12/26,SC-20725,45,Female,Jacket,Outerwear,46,Hunan,M,Olive,Winter,3.9,No,No,No
2023/11/17,TS-21505,23,Female,Shorts,Clothing,31,Hunan,M,Indigo,Fall,4.3,No,No,No
2023/6/16,TS-21505,66,Female,Blouse,Clothing,44,Anhui,XL,Silver,Summer,4.2,No,No,No
2023/8/20,TS-21505,32,Female,Coat,Outerwear,100,Hubei,S,Charcoal,Summer,4.3,No,No,No
2023/6/17,TH-21550,52,Female,Sweater,Clothing,92,Hubei,XL,Orange,Summer,4.6,No,No,No
2023/2/27,TH-21550,54,Female,Handbag,Accessories,78,Jilin,M,Yellow,Winter,3.8,No,No,No
2023/8/15,KD-16270,37,Female,T-shirt,Clothing,32,Hubei,S,Red,Summer,3.3,No,No,No
2023/2/21,KD-16270,29,Female,Sandals,Footwear,97,Sichuan,M,Maroon,Winter,3.7,No,No,No
2023/2/23,KD-16270,47,Female,Gloves,Accessories,95,Shanghai,M,Magenta,Winter,4.3,No,No,No
2023/10/2,KD-16270,47,Female,Shorts,Clothing,64,Shanxi,M,Black,Fall,4.1,No,No,No
2023/12/26,KD-16270,42,Female,Sandals,Footwear,35,Hubei,M,Violet,Winter,3.2,No,No,No
2023/12/16,KD-16270,34,Female,Backpack,Accessories,54,Jiangsu,M,Gray,Winter,3.8,No,No,No
2023/7/23,KD-16270,38,Female,Sneakers,Footwear,96,Beijing,M,Black,Summer,3.2,No,No,No
2023/7/4,GM-14455,55,Female,Sunglasses,Accessories,58,Henan,M,Pink,Summer,3.5,No,No,No
2023/9/20,GM-14455,27,Female,T-shirt,Clothing,23,Beijing,M,Silver,Fall,3.1,No,No,No
2023/8/2,GM-14455,55,Female,Jeans,Clothing,35,Guangdong,M,Violet,Summer,4.2,No,No,No
2023/2/16,PR-18880,66,Female,Shirt,Clothing,23,Guangdong,M,Beige,Winter,3.4,No,No,No
2023/4/6,PR-18880,44,Female,Hat,Accessories,94,Shanghai,XL,Cyan,Spring,3.5,No,No,No
2023/6/17,PR-18880,39,Female,Blouse,Clothing,45,Jiangsu,M,Brown,Summer,4,No,No,No
2023/4/10,PR-18880,23,Female,Jacket,Outerwear,23,Guangxi,L,Blue,Spring,4.4,No,No,No
2023/4/16,PR-18880,29,Female,Skirt,Clothing,94,Shandong,L,White,Spring,2.9,No,No,No
2023/11/16,PR-18880,20,Female,Gloves,Accessories,99,Guangdong,M,Cyan,Fall,3.6,No,No,No
2023/1/18,PR-18880,42,Female,T-shirt,Clothing,36,Hubei,XL,Maroon,Winter,4.4,No,No,No
2023/10/11,TB-21055,55,Female,Jacket,Outerwear,50,Zhejiang,XL,Olive,Fall,4.5,No,No,No
2023/6/29,TB-21055,66,Female,Jacket,Outerwear,81,Beijing,M,Violet,Summer,3.8,No,No,No
2023/12/1,TB-21055,24,Female,Shorts,Clothing,31,Tianjin,XL,Green,Winter,3.6,No,No,No
2023/5/21,TB-21055,62,Female,Hat,Accessories,48,Guangxi,XL,Magenta,Spring,4.3,No,No,No
2023/2/14,TB-21055,28,Female,Handbag,Accessories,91,Shanxi,M,Turquoise,Winter,4,No,No,No
2023/10/19,TB-21055,30,Female,Jeans,Clothing,99,Tianjin,M,Black,Fall,3.4,No,No,No
2023/8/10,ON-18715,22,Female,Shoes,Footwear,70,Zhejiang,XL,Cyan,Summer,4.4,No,No,No
2023/7/5,AH-10195,28,Female,T-shirt,Clothing,74,Qinghai,L,Gray,Summer,2.8,No,No,No
2023/2/15,NM-18520,35,Female,Jewelry,Accessories,79,Shanxi,M,Red,Winter,2.8,No,No,No
2023/9/30,AR-10510,45,Female,Handbag,Accessories,33,Liaoning,S,Olive,Fall,4.9,No,No,No
2023/8/11,BM-11650,43,Female,Shirt,Clothing,49,Hunan,L,Cyan,Summer,4.2,No,No,No
2023/4/23,BM-11650,55,Female,Belt,Accessories,96,Guangdong,M,Teal,Spring,2.9,No,No,No
2023/3/17,CA-12310,31,Female,Dress,Clothing,66,Sichuan,L,Teal,Spring,4.6,No,No,No
2023/5/1,CA-12310,42,Female,Skirt,Clothing,45,Liaoning,M,Orange,Spring,2.8,No,No,No
2023/11/20,CA-12310,40,Female,Blouse,Clothing,28,Ningxia,M,Peach,Fall,2.6,No,No,No
2023/9/23,CA-12310,39,Female,Jeans,Clothing,48,Jiangsu,M,Silver,Fall,3.5,No,No,No
2023/11/14,NF-18595,41,Female,Hoodie,Clothing,67,Yunnan,M,Pink,Fall,3.5,No,No,No
2023/3/25,AF-10870,56,Female,T-shirt,Clothing,59,Jiangsu,M,Magenta,Spring,3.4,No,No,No
2023/5/16,AF-10870,43,Female,Sunglasses,Accessories,74,Chongqing,L,Red,Spring,3.9,No,No,No
2023/9/27,TC-21535,22,Female,Jacket,Outerwear,81,Hunan,M,Maroon,Fall,3.3,No,No,No
2023/7/8,TC-21535,47,Female,Shoes,Footwear,26,Henan,M,Silver,Summer,4.1,No,No,No
2023/8/19,Dp-13240,50,Female,Handbag,Accessories,61,Jiangsu,M,Gray,Summer,3,No,No,No
2023/2/22,Dp-13240,58,Female,Sweater,Clothing,23,Guizhou,M,Turquoise,Winter,3,No,No,No
2023/9/27,MC-17425,50,Female,Scarf,Accessories,33,Jiangsu,M,Peach,Fall,3.2,No,No,No
2023/5/13,LC-17050,43,Female,Skirt,Clothing,58,Liaoning,L,Teal,Spring,3.9,No,No,No
2023/8/21,BM-11650,38,Female,Gloves,Accessories,65,Zhejiang,M,Red,Summer,3.6,No,No,No
2023/12/3,BM-11650,44,Female,T-shirt,Clothing,48,Heilongjiang,M,Blue,Winter,3.1,No,No,No
2023/8/6,NW-18400,30,Female,Sandals,Footwear,25,Shanghai,M,Blue,Summer,4.8,No,No,No
